reference_date,report_date,count,delay
2020-12-19,2020-12-26,4,7
2020-12-19,2020-12-27,6,8
2020-12-19,2020-12-28,1,9
2020-12-20,2020-12-21,6,1
2020-12-20,2020-12-22,8,2
2020-12-20,2020-12-23,5,3
2020-12-20,2020-12-24,4,4
2020-12-20,2020-12-25,4,5
2020-12-20,2020-12-26,3,6
2020-12-20,2020-12-27,6,7
2020-12-20,2020-12-28,1,8
2020-12-20,2020-12-29,3,9
2020-12-20,2020-12-30,1,10
2020-12-20,2021-01-01,1,12
2020-12-20,2021-01-02,1,13
2020-12-20,2021-01-08,1,19
2020-12-20,2021-01-09,1,20
2020-12-21,2020-12-22,2,1
2020-12-21,2020-12-23,9,2
2020-12-21,2020-12-24,9,3
2020-12-21,2020-12-25,8,4
2020-12-21,2020-12-26,3,5
2020-12-21,2020-12-27,5,6
2020-12-21,2020-12-28,2,7
2020-12-21,2020-12-29,1,8
2020-12-21,2020-12-30,3,9
2020-12-21,2020-12-31,2,10
2020-12-21,2021-01-01,2,11
2020-12-21,2021-01-02,1,12
2020-12-22,2020-12-23,2,1
2020-12-22,2020-12-24,10,2
2020-12-22,2020-12-25,8,3
2020-12-22,2020-12-26,12,4
2020-12-22,2020-12-27,1,5
2020-12-22,2020-12-28,4,6
2020-12-22,2020-12-29,2,7
2020-12-22,2020-12-30,2,8
2020-12-22,2020-12-31,1,9
2020-12-22,2021-01-02,1,11
2020-12-23,2020-12-24,3,1
2020-12-23,2020-12-25,13,2
2020-12-23,2020-12-26,11,3
2020-12-23,2020-12-27,12,4
2020-12-23,2020-12-28,5,5
2020-12-23,2020-12-29,1,6
2020-12-23,2020-12-30,1,7
2020-12-23,2020-12-31,3,8
2020-12-23,2021-01-01,2,9
2020-12-23,2021-01-05,1,13
2020-12-24,2020-12-25,2,1
2020-12-24,2020-12-26,8,2
2020-12-24,2020-12-27,7,3
2020-12-24,2020-12-28,6,4
2020-12-24,2020-12-29,7,5
2020-12-24,2020-12-30,4,6
2020-12-24,2021-01-01,3,8
2020-12-24,2021-01-02,1,9
2020-12-24,2021-01-03,4,10
2020-12-24,2021-01-07,1,14
2020-12-25,2020-12-26,2,1
2020-12-25,2020-12-27,14,2
2020-12-25,2020-12-28,10,3
2020-12-25,2020-12-29,5,4
2020-12-25,2020-12-30,4,5
2020-12-25,2020-12-31,8,6
2020-12-25,2021-01-01,1,7
2020-12-25,2021-01-02,2,8
2020-12-25,2021-01-03,1,9
2020-12-26,2020-12-27,3,1
2020-12-26,2020-12-28,11,2
2020-12-26,2020-12-29,2,3
2020-12-26,2020-12-30,4,4
2020-12-26,2020-12-31,6,5
2020-12-26,2021-01-01,1,6
2020-12-26,2021-01-07,1,12
2020-12-26,2021-01-08,1,13
2020-12-26,2021-01-10,1,15
2020-12-27,2020-12-29,9,2
2020-12-27,2020-12-30,11,3
2020-12-27,2020-12-31,2,4
2020-12-27,2021-01-01,2,5
2020-12-27,2021-01-02,1,6
2020-12-27,2021-01-03,1,7
2020-12-27,2021-01-08,1,12
2020-12-28,2020-12-29,1,1
2020-12-28,2020-12-30,13,2
2020-12-28,2020-12-31,10,3
2020-12-28,2021-01-01,3,4
2020-12-28,2021-01-02,6,5
2020-12-28,2021-01-03,2,6
2020-12-28,2021-01-04,3,7
2020-12-28,2021-01-05,2,8
2020-12-28,2021-01-06,2,9
2020-12-28,2021-01-09,3,12
2020-12-28,2021-01-12,1,15
2020-12-29,2020-12-30,1,1
2020-12-29,2020-12-31,16,2
2020-12-29,2021-01-01,8,3
2020-12-29,2021-01-02,2,4
2020-12-29,2021-01-03,2,5
2020-12-29,2021-01-05,2,7
2020-12-29,2021-01-06,2,8
2020-12-29,2021-01-09,2,11
2020-12-29,2021-01-10,1,12
2020-12-29,2021-01-12,1,14
2020-12-30,2020-12-31,1,1
2020-12-30,2021-01-01,7,2
2020-12-30,2021-01-02,4,3
2020-12-30,2021-01-03,4,4
2020-12-30,2021-01-04,1,5
2020-12-30,2021-01-07,1,8
2020-12-30,2021-01-11,1,12
2020-12-31,2021-01-01,2,1
2020-12-31,2021-01-02,5,2
2020-12-31,2021-01-03,6,3
2020-12-31,2021-01-04,6,4
2020-12-31,2021-01-05,3,5
2020-12-31,2021-01-08,1,8
2020-12-31,2021-01-09,1,9
2020-12-31,2021-01-12,1,12
2021-01-01,2021-01-02,1,1
2021-01-01,2021-01-03,8,2
2021-01-01,2021-01-04,4,3
2021-01-01,2021-01-05,6,4
2021-01-01,2021-01-08,2,7
2021-01-01,2021-01-09,1,8
2021-01-01,2021-01-10,3,9
2021-01-02,2021-01-03,3,1
2021-01-02,2021-01-04,15,2
2021-01-02,2021-01-05,6,3
2021-01-02,2021-01-06,2,4
2021-01-02,2021-01-08,5,6
2021-01-02,2021-01-09,4,7
2021-01-03,2021-01-05,5,2
2021-01-03,2021-01-06,3,3
2021-01-03,2021-01-07,1,4
2021-01-03,2021-01-08,3,5
2021-01-03,2021-01-09,3,6
2021-01-03,2021-01-10,1,7
2021-01-03,2021-01-12,2,9
2021-01-04,2021-01-05,1,1
2021-01-04,2021-01-06,8,2
2021-01-04,2021-01-07,4,3
2021-01-04,2021-01-08,7,4
2021-01-04,2021-01-09,7,5
2021-01-04,2021-01-10,1,6
2021-01-04,2021-01-11,1,7
2021-01-05,2021-01-07,10,2
2021-01-05,2021-01-08,11,3
2021-01-05,2021-01-09,7,4
2021-01-05,2021-01-10,1,5
2021-01-05,2021-01-11,2,6
2021-01-05,2021-01-12,2,7
2021-01-05,2021-01-13,2,8
2021-01-05,2021-01-16,1,11
2021-01-06,2021-01-07,1,1
2021-01-06,2021-01-08,2,2
2021-01-06,2021-01-09,9,3
2021-01-06,2021-01-10,2,4
2021-01-06,2021-01-11,3,5
2021-01-06,2021-01-12,3,6
2021-01-06,2021-01-14,1,8
2021-01-06,2021-01-15,1,9
2021-01-07,2021-01-09,9,2
2021-01-07,2021-01-10,5,3
2021-01-07,2021-01-11,2,4
2021-01-07,2021-01-12,2,5
2021-01-07,2021-01-13,1,6
2021-01-07,2021-01-14,1,7
2021-01-07,2021-01-15,1,8
2021-01-07,2021-01-16,1,9
2021-01-08,2021-01-09,1,1
2021-01-08,2021-01-10,5,2
2021-01-08,2021-01-11,2,3
2021-01-08,2021-01-12,3,4
2021-01-08,2021-01-13,1,5
2021-01-08,2021-01-14,3,6
2021-01-08,2021-01-16,2,8
2021-01-08,2021-01-19,1,11
2021-01-09,2021-01-10,1,1
2021-01-09,2021-01-11,13,2
2021-01-09,2021-01-12,5,3
2021-01-09,2021-01-13,1,4
2021-01-09,2021-01-14,2,5
2021-01-09,2021-01-15,2,6
2021-01-09,2021-01-16,1,7
2021-01-09,2021-01-17,1,8
2021-01-09,2021-01-18,3,9
2021-01-09,2021-01-21,1,12
2021-01-10,2021-01-11,1,1
2021-01-10,2021-01-12,17,2
2021-01-10,2021-01-13,7,3
2021-01-10,2021-01-14,2,4
2021-01-10,2021-01-15,2,5
2021-01-10,2021-01-17,1,7
2021-01-10,2021-01-18,4,8
2021-01-10,2021-01-20,1,10
2021-01-10,2021-01-25,1,15
2021-01-10,2021-01-26,1,16
2021-01-10,2021-01-29,2,19
2021-01-11,2021-01-12,1,1
2021-01-11,2021-01-13,14,2
2021-01-11,2021-01-14,5,3
2021-01-11,2021-01-15,2,4
2021-01-11,2021-01-17,2,6
2021-01-11,2021-01-20,1,9
2021-01-11,2021-01-21,1,10
2021-01-11,2021-01-24,1,13
2021-01-11,2021-01-28,2,17
2021-01-12,2021-01-13,1,1
2021-01-12,2021-01-14,7,2
2021-01-12,2021-01-15,8,3
2021-01-12,2021-01-16,4,4
2021-01-12,2021-01-17,1,5
2021-01-12,2021-01-18,4,6
2021-01-12,2021-01-19,2,7
2021-01-12,2021-01-20,1,8
2021-01-12,2021-01-22,1,10
2021-01-12,2021-01-25,1,13
2021-01-12,2021-01-27,1,15
2021-01-13,2021-01-15,6,2
2021-01-13,2021-01-16,10,3
2021-01-13,2021-01-17,7,4
2021-01-13,2021-01-18,3,5
2021-01-13,2021-01-20,6,7
2021-01-13,2021-01-21,2,8
2021-01-13,2021-01-22,2,9
2021-01-13,2021-01-23,1,10
2021-01-13,2021-01-28,1,15
2021-01-14,2021-01-15,1,1
2021-01-14,2021-01-16,7,2
2021-01-14,2021-01-17,9,3
2021-01-14,2021-01-18,17,4
2021-01-14,2021-01-19,1,5
2021-01-14,2021-01-21,2,7
2021-01-14,2021-01-23,2,9
2021-01-14,2021-01-24,1,10
2021-01-14,2021-01-25,3,11
2021-01-14,2021-01-28,1,14
2021-01-15,2021-01-16,5,1
2021-01-15,2021-01-17,11,2
2021-01-15,2021-01-18,12,3
2021-01-15,2021-01-19,7,4
2021-01-15,2021-01-20,6,5
2021-01-15,2021-01-21,4,6
2021-01-15,2021-01-22,1,7
2021-01-15,2021-01-23,2,8
2021-01-15,2021-01-24,1,9
2021-01-15,2021-01-25,1,10
2021-01-15,2021-01-26,2,11
2021-01-15,2021-01-27,2,12
2021-01-15,2021-02-17,1,33
2021-01-16,2021-01-17,1,1
2021-01-16,2021-01-18,18,2
2021-01-16,2021-01-19,6,3
2021-01-16,2021-01-20,3,4
2021-01-16,2021-01-21,4,5
2021-01-16,2021-01-22,4,6
2021-01-16,2021-01-23,5,7
2021-01-16,2021-01-24,2,8
2021-01-16,2021-01-28,1,12
2021-01-17,2021-01-18,8,1
2021-01-17,2021-01-19,20,2
2021-01-17,2021-01-20,11,3
2021-01-17,2021-01-21,5,4
2021-01-17,2021-01-22,2,5
2021-01-17,2021-01-23,4,6
2021-01-17,2021-01-24,2,7
2021-01-17,2021-01-25,1,8
2021-01-17,2021-01-26,1,9
2021-01-17,2021-01-27,1,10
2021-01-17,2021-01-28,1,11
2021-01-18,2021-01-20,17,2
2021-01-18,2021-01-21,10,3
2021-01-18,2021-01-22,3,4
2021-01-18,2021-01-23,4,5
2021-01-18,2021-01-24,4,6
2021-01-18,2021-01-26,3,8
2021-01-18,2021-01-27,3,9
2021-01-18,2021-01-28,1,10
2021-01-18,2021-01-29,1,11
2021-01-18,2021-01-31,1,13
2021-01-18,2021-02-02,1,15
2021-01-19,2021-01-20,3,1
2021-01-19,2021-01-21,14,2
2021-01-19,2021-01-22,4,3
2021-01-19,2021-01-23,14,4
2021-01-19,2021-01-24,2,5
2021-01-19,2021-01-25,1,6
2021-01-19,2021-01-26,1,7
2021-01-19,2021-01-27,1,8
2021-01-19,2021-02-03,1,15
2021-01-20,2021-01-21,1,1
2021-01-20,2021-01-22,13,2
2021-01-20,2021-01-23,8,3
2021-01-20,2021-01-24,6,4
2021-01-20,2021-01-25,3,5
2021-01-20,2021-01-26,2,6
2021-01-20,2021-01-27,3,7
2021-01-20,2021-01-29,2,9
2021-01-21,2021-01-22,2,1
2021-01-21,2021-01-23,13,2
2021-01-21,2021-01-24,7,3
2021-01-21,2021-01-25,5,4
2021-01-21,2021-01-26,2,5
2021-01-21,2021-01-27,3,6
2021-01-21,2021-01-29,1,8
2021-01-21,2021-01-30,1,9
2021-01-21,2021-02-01,2,11
2021-01-21,2021-02-06,1,16
2021-01-22,2021-01-23,2,1
2021-01-22,2021-01-24,25,2
2021-01-22,2021-01-25,14,3
2021-01-22,2021-01-26,11,4
2021-01-22,2021-01-27,5,5
2021-01-22,2021-01-28,1,6
2021-01-22,2021-01-29,1,7
2021-01-22,2021-01-31,3,9
2021-01-22,2021-02-08,1,17
2021-01-23,2021-01-24,2,1
2021-01-23,2021-01-25,15,2
2021-01-23,2021-01-26,13,3
2021-01-23,2021-01-27,4,4
2021-01-23,2021-01-28,1,5
2021-01-23,2021-01-29,2,6
2021-01-23,2021-01-31,1,8
2021-01-24,2021-01-26,10,2
2021-01-24,2021-01-27,10,3
2021-01-24,2021-01-28,4,4
2021-01-24,2021-01-29,4,5
2021-01-24,2021-02-01,1,8
2021-01-24,2021-02-04,1,11
2021-01-25,2021-01-26,3,1
2021-01-25,2021-01-27,3,2
2021-01-25,2021-01-28,6,3
2021-01-25,2021-01-29,9,4
2021-01-25,2021-01-31,2,6
2021-01-25,2021-02-02,1,8
2021-01-25,2021-02-11,1,17
2021-01-25,2021-02-14,1,20
2021-01-26,2021-01-27,3,1
2021-01-26,2021-01-28,6,2
2021-01-26,2021-01-29,8,3
2021-01-26,2021-01-30,5,4
2021-01-26,2021-01-31,2,5
2021-01-26,2021-02-01,1,6
2021-01-26,2021-02-02,2,7
2021-01-26,2021-02-04,1,9
2021-01-26,2021-02-06,1,11
2021-01-27,2021-01-28,2,1
2021-01-27,2021-01-29,7,2
2021-01-27,2021-01-30,3,3
2021-01-27,2021-01-31,5,4
2021-01-27,2021-02-01,3,5
2021-01-27,2021-02-03,1,7
2021-01-27,2021-02-04,1,8
2021-01-27,2021-02-05,1,9
2021-01-28,2021-01-29,2,1
2021-01-28,2021-01-30,3,2
2021-01-28,2021-01-31,6,3
2021-01-28,2021-02-01,2,4
2021-01-28,2021-02-03,2,6
2021-01-28,2021-02-04,1,7
2021-01-28,2021-02-05,1,8
2021-01-28,2021-02-08,1,11
2021-01-29,2021-01-31,10,2
2021-01-29,2021-02-01,3,3
2021-01-29,2021-02-02,1,4
2021-01-29,2021-02-03,1,5
2021-01-29,2021-02-04,2,6
2021-01-29,2021-02-08,1,10
2021-01-29,2021-02-12,1,14
2021-01-30,2021-01-31,4,1
2021-01-30,2021-02-01,7,2
2021-01-30,2021-02-02,1,3
2021-01-30,2021-02-03,1,4
2021-01-30,2021-02-05,2,6
2021-01-30,2021-02-12,1,13
2021-01-31,2021-02-02,8,2
2021-01-31,2021-02-04,1,4
2021-01-31,2021-02-05,1,5
2021-02-01,2021-02-02,2,1
2021-02-01,2021-02-03,5,2
2021-02-01,2021-02-04,2,3
2021-02-01,2021-02-05,6,4
2021-02-01,2021-02-06,1,5
2021-02-01,2021-02-08,2,7
2021-02-01,2021-02-24,1,23
2021-02-01,2021-02-27,1,26
2021-02-02,2021-02-04,4,2
2021-02-02,2021-02-05,7,3
2021-02-02,2021-02-06,4,4
2021-02-02,2021-02-07,1,5
2021-02-02,2021-02-08,1,6
2021-02-02,2021-02-10,2,8
2021-02-02,2021-02-11,1,9
2021-02-02,2021-02-20,1,18
2021-02-03,2021-02-05,4,2
2021-02-03,2021-02-06,3,3
2021-02-03,2021-02-07,3,4
2021-02-03,2021-02-08,2,5
2021-02-03,2021-02-09,2,6
2021-02-03,2021-02-21,1,18
2021-02-04,2021-02-05,1,1
2021-02-04,2021-02-06,4,2
2021-02-04,2021-02-07,6,3
2021-02-04,2021-02-08,1,4
2021-02-04,2021-02-09,2,5
2021-02-04,2021-02-10,2,6
2021-02-04,2021-02-11,1,7
2021-02-04,2021-02-12,1,8
2021-02-04,2021-02-13,1,9
2021-02-04,2021-02-16,1,12
2021-02-05,2021-02-07,6,2
2021-02-05,2021-02-08,5,3
2021-02-05,2021-02-09,6,4
2021-02-05,2021-02-11,1,6
2021-02-05,2021-02-19,1,14
2021-02-05,2021-02-22,1,17
2021-02-06,2021-02-08,6,2
2021-02-06,2021-02-09,2,3
2021-02-06,2021-02-10,5,4
2021-02-06,2021-02-12,1,6
2021-02-06,2021-02-13,1,7
2021-02-07,2021-02-08,1,1
2021-02-07,2021-02-09,6,2
2021-02-07,2021-02-10,3,3
2021-02-07,2021-02-11,2,4
2021-02-07,2021-02-12,3,5
2021-02-07,2021-02-13,2,6
2021-02-07,2021-02-14,1,7
2021-02-08,2021-02-09,3,1
2021-02-08,2021-02-10,2,2
2021-02-08,2021-02-11,2,3
2021-02-08,2021-02-12,1,4
2021-02-08,2021-02-14,1,6
2021-02-09,2021-02-10,1,1
2021-02-09,2021-02-11,2,2
2021-02-09,2021-02-12,6,3
2021-02-09,2021-02-13,1,4
2021-02-09,2021-02-15,1,6
2021-02-09,2021-02-16,1,7
2021-02-09,2021-02-21,1,12
2021-02-10,2021-02-12,4,2
2021-02-10,2021-02-13,1,3
2021-02-10,2021-02-14,1,4
2021-02-11,2021-02-12,1,1
2021-02-11,2021-02-13,2,2
2021-02-11,2021-02-14,2,3
2021-02-11,2021-02-16,1,5
2021-02-11,2021-02-17,3,6
2021-02-11,2021-02-18,1,7
2021-02-11,2021-02-19,1,8
2021-02-11,2021-02-20,1,9
2021-02-11,2021-02-22,1,11
2021-02-11,2021-02-24,1,13
2021-02-12,2021-02-13,2,1
2021-02-12,2021-02-17,2,5
2021-02-12,2021-02-18,1,6
2021-02-12,2021-02-19,1,7
2021-02-12,2021-02-21,3,9
2021-02-13,2021-02-15,1,2
2021-02-13,2021-02-16,1,3
2021-02-13,2021-02-17,2,4
2021-02-13,2021-02-18,1,5
2021-02-13,2021-02-20,2,7
2021-02-13,2021-02-22,1,9
2021-02-14,2021-02-17,2,3
2021-02-14,2021-02-18,1,4
2021-02-14,2021-02-19,1,5
2021-02-14,2021-02-20,2,6
2021-02-14,2021-02-21,2,7
2021-02-14,2021-02-22,1,8
2021-02-14,2021-02-23,1,9
2021-02-14,2021-02-27,1,13
2021-02-15,2021-02-17,1,2
2021-02-15,2021-02-18,1,3
2021-02-15,2021-02-21,2,6
2021-02-15,2021-02-23,1,8
2021-02-15,2021-02-24,1,9
2021-02-16,2021-02-18,1,2
2021-02-16,2021-02-19,1,3
2021-02-16,2021-02-24,1,8
2021-02-17,2021-02-19,2,2
2021-02-17,2021-02-20,1,3
2021-02-17,2021-02-21,1,4
2021-02-17,2021-02-22,2,5
2021-02-17,2021-02-23,1,6
2021-02-17,2021-02-24,1,7
2021-02-18,2021-02-21,3,3
2021-02-18,2021-02-23,1,5
2021-02-18,2021-02-25,1,7
2021-02-18,2021-02-26,1,8
2021-02-19,2021-02-20,1,1
2021-02-19,2021-02-21,2,2
2021-02-19,2021-02-22,2,3
2021-02-19,2021-02-25,1,6
2021-02-20,2021-02-22,2,2
2021-02-20,2021-02-24,2,4
2021-02-20,2021-02-25,1,5
2021-02-20,2021-02-26,2,6
2021-02-21,2021-02-22,1,1
2021-02-21,2021-02-23,4,2
2021-02-21,2021-02-24,4,3
2021-02-21,2021-02-25,1,4
2021-02-21,2021-02-26,1,5
2021-02-21,2021-02-28,1,7
2021-02-21,2021-03-10,1,17
2021-02-22,2021-02-24,5,2
2021-02-22,2021-02-25,3,3
2021-02-22,2021-02-26,5,4
2021-02-22,2021-02-27,7,5
2021-02-22,2021-03-01,2,7
2021-02-22,2021-03-02,1,8
2021-02-22,2021-03-03,1,9
2021-02-22,2021-03-05,2,11
2021-02-23,2021-02-25,5,2
2021-02-23,2021-02-26,4,3
2021-02-23,2021-02-27,3,4
2021-02-23,2021-03-01,2,6
2021-02-23,2021-03-02,1,7
2021-02-24,2021-02-26,3,2
2021-02-24,2021-02-27,1,3
2021-02-24,2021-02-28,1,4
2021-02-24,2021-03-02,2,6
2021-02-24,2021-03-03,1,7
2021-02-24,2021-03-04,1,8
2021-02-25,2021-02-26,2,1
2021-02-25,2021-02-27,4,2
2021-02-25,2021-02-28,2,3
2021-02-26,2021-02-27,3,1
2021-02-26,2021-02-28,4,2
2021-02-26,2021-03-01,2,3
2021-02-27,2021-03-01,4,2
2021-02-27,2021-03-02,1,3
2021-02-27,2021-03-03,1,4
2021-02-28,2021-03-02,3,2
2021-02-28,2021-03-03,2,3
2021-02-28,2021-03-04,2,4
2021-02-28,2021-03-05,1,5
2021-02-28,2021-03-08,1,8
2021-03-01,2021-03-03,3,2
2021-03-01,2021-03-05,2,4
2021-03-01,2021-03-06,1,5
2021-03-01,2021-03-07,3,6
2021-03-01,2021-03-09,2,8
2021-03-02,2021-03-03,1,1
2021-03-02,2021-03-04,1,2
2021-03-03,2021-03-04,2,1
2021-03-03,2021-03-06,1,3
2021-03-03,2021-03-07,1,4
2021-03-03,2021-03-09,1,6
2021-03-03,2021-03-10,1,7
2021-03-03,2021-03-12,1,9
2021-03-03,2021-03-15,1,12
2021-03-04,2021-03-06,3,2
2021-03-04,2021-03-08,2,4
2021-03-04,2021-03-09,2,5
2021-03-04,2021-03-18,1,14
2021-03-05,2021-03-07,5,2
2021-03-05,2021-03-11,1,6
2021-03-06,2021-03-08,2,2
2021-03-06,2021-03-09,1,3
2021-03-06,2021-03-12,4,6
2021-03-06,2021-03-13,1,7
2021-03-06,2021-03-14,1,8
2021-03-06,2021-03-18,1,12
2021-03-07,2021-03-08,1,1
2021-03-07,2021-03-10,3,3
2021-03-07,2021-03-12,1,5
2021-03-07,2021-03-13,1,6
2021-03-08,2021-03-09,1,1
2021-03-08,2021-03-11,4,3
2021-03-08,2021-03-12,5,4
2021-03-08,2021-03-14,1,6
2021-03-08,2021-03-19,1,11
2021-03-09,2021-03-11,6,2
2021-03-09,2021-03-12,6,3
2021-03-09,2021-03-13,3,4
2021-03-09,2021-03-14,4,5
2021-03-09,2021-03-15,1,6
2021-03-09,2021-03-17,1,8
2021-03-09,2021-03-19,1,10
2021-03-10,2021-03-12,13,2
2021-03-10,2021-03-13,5,3
2021-03-10,2021-03-14,1,4
2021-03-10,2021-03-16,1,6
2021-03-10,2021-03-20,1,10
2021-03-10,2021-04-05,1,26
2021-03-11,2021-03-12,6,1
2021-03-11,2021-03-13,11,2
2021-03-11,2021-03-14,1,3
2021-03-12,2021-03-13,5,1
2021-03-12,2021-03-14,2,2
2021-03-12,2021-03-15,2,3
2021-03-12,2021-03-18,1,6
2021-03-12,2021-03-22,1,10
2021-03-13,2021-03-14,6,1
2021-03-13,2021-03-15,7,2
2021-03-13,2021-03-16,1,3
2021-03-13,2021-03-17,1,4
2021-03-14,2021-03-15,2,1
2021-03-14,2021-03-16,1,2
2021-03-15,2021-03-16,1,1
2021-03-15,2021-03-17,2,2
2021-03-15,2021-03-20,1,5
2021-03-15,2021-03-22,1,7
2021-03-16,2021-03-17,1,1
2021-03-16,2021-03-18,2,2
2021-03-16,2021-03-19,2,3
2021-03-17,2021-03-19,2,2
2021-03-17,2021-03-22,1,5
2021-03-17,2021-03-23,1,6
2021-03-17,2021-03-24,3,7
2021-03-17,2021-03-27,1,10
2021-03-18,2021-03-26,1,8
2021-03-19,2021-03-21,3,2
2021-03-19,2021-03-22,1,3
2021-03-20,2021-03-22,2,2
2021-03-20,2021-03-23,1,3
2021-03-20,2021-04-02,1,13
2021-03-20,2021-04-07,1,18
2021-03-21,2021-03-23,2,2
2021-03-21,2021-03-24,1,3
2021-03-21,2021-03-26,1,5
2021-03-22,2021-03-24,1,2
2021-03-22,2021-03-25,1,3
2021-03-23,2021-03-25,3,2
2021-03-23,2021-03-29,1,6
2021-03-23,2021-03-31,1,8
2021-03-24,2021-03-25,1,1
2021-03-24,2021-03-27,1,3
2021-03-24,2021-04-06,1,13
2021-03-25,2021-03-26,1,1
2021-03-25,2021-03-27,1,2
2021-03-25,2021-03-29,2,4
2021-03-26,2021-03-29,1,3
2021-03-26,2021-04-09,1,14
2021-03-27,2021-03-30,1,3
2021-03-28,2021-03-31,1,3
2021-03-28,2021-04-01,1,4
2021-03-29,2021-03-31,1,2
2021-03-29,2021-04-01,1,3
2021-03-29,2021-04-02,1,4
2021-03-29,2021-04-07,1,9
2021-03-30,2021-04-01,1,2
2021-03-30,2021-04-05,1,6
2021-03-31,2021-04-02,4,2
2021-03-31,2021-04-03,1,3
2021-03-31,2021-04-09,1,9
2021-03-31,2021-04-14,1,14
2021-04-01,2021-04-09,1,8
2021-04-01,2021-04-10,1,9
2021-04-02,2021-04-09,1,7
2021-04-02,2021-04-10,1,8
2021-04-02,2021-04-16,1,14
2021-04-03,2021-04-05,1,2
2021-04-03,2021-04-07,1,4
2021-04-04,2021-04-05,1,1
2021-04-04,2021-04-06,1,2
2021-04-04,2021-04-07,1,3
2021-04-04,2021-04-13,1,9
2021-04-05,2021-04-06,2,1
2021-04-05,2021-04-09,2,4
2021-04-05,2021-04-13,1,8
2021-04-06,2021-04-08,2,2
2021-04-06,2021-04-09,1,3
2021-04-06,2021-04-16,1,10
2021-04-07,2021-04-08,1,1
2021-04-07,2021-04-09,2,2
2021-04-07,2021-04-11,1,4
2021-04-08,2021-04-10,2,2
2021-04-08,2021-04-18,1,10
2021-04-09,2021-04-11,1,2
2021-04-09,2021-04-13,1,4
2021-04-09,2021-04-15,1,6
2021-04-10,2021-04-11,1,1
2021-04-10,2021-04-12,3,2
2021-04-11,2021-04-13,1,2
2021-04-11,2021-04-15,1,4
2021-04-11,2021-04-16,1,5
2021-04-11,2021-04-17,1,6
2021-04-12,2021-04-17,1,5
2021-04-13,2021-04-16,2,3
2021-04-14,2021-04-16,2,2
2021-04-14,2021-04-17,1,3
2021-04-15,2021-04-17,1,2
2021-04-15,2021-04-18,2,3
2021-04-15,2021-04-22,2,7
2021-04-16,2021-04-18,1,2
2021-04-16,2021-04-20,1,4
2021-04-17,2021-04-22,2,5
2021-04-18,2021-04-19,1,1
2021-04-18,2021-04-23,1,5
2021-04-19,2021-04-22,1,3
2021-04-20,2021-04-22,1,2
2021-04-20,2021-04-24,1,4
2021-04-20,2021-05-01,1,11
2021-04-21,2021-04-23,2,2
2021-04-22,2021-04-27,1,5
2021-04-23,2021-04-26,1,3
2021-04-23,2021-04-27,1,4
2021-04-23,2021-04-29,1,6
2021-04-23,2021-04-30,1,7
2021-04-24,2021-04-28,2,4
2021-04-24,2021-04-29,2,5
2021-04-25,2021-04-29,2,4
2021-04-26,2021-04-28,1,2
2021-04-26,2021-04-29,1,3
2021-04-27,2021-04-28,1,1
2021-04-29,2021-04-30,1,1
2021-05-02,2021-05-05,2,3
2021-05-03,2021-05-10,1,7
2021-05-04,2021-05-08,1,4
2021-05-05,2021-05-07,1,2
2021-05-11,2021-05-13,1,2
2021-05-12,2021-05-15,1,3
2021-05-21,2021-05-23,1,2
2021-05-24,2021-05-26,1,2
2021-05-30,2021-06-01,1,2
2021-06-02,2021-06-05,1,3
2021-06-04,2021-06-06,1,2
2021-06-04,2021-06-07,2,3
2021-06-06,2021-06-08,1,2
2021-06-06,2021-06-09,1,3
2021-06-11,2021-06-12,1,1
2021-06-13,2021-06-14,1,1
2021-06-14,2021-06-15,1,1
2021-06-16,2021-06-18,1,2
2021-06-16,2021-06-19,1,3
2021-06-17,2021-06-21,1,4
2021-06-18,2021-06-25,1,7
2021-06-19,2021-06-25,1,6
2021-06-20,2021-06-24,1,4
2021-06-21,2021-06-23,1,2
2021-06-21,2021-06-24,2,3
2021-06-25,2021-06-27,3,2
2021-06-25,2021-06-28,1,3
2021-06-26,2021-06-27,1,1
2021-06-26,2021-06-28,1,2
2021-06-27,2021-06-28,1,1
2021-06-28,2021-07-02,1,4
2021-06-29,2021-07-02,1,3
2021-06-30,2021-07-02,3,2
2021-07-01,2021-07-02,1,1
2021-07-01,2021-07-21,1,20
2021-07-02,2021-07-04,2,2
2021-07-03,2021-07-04,1,1
2021-07-07,2021-07-08,1,1
2021-07-10,2021-07-14,1,4
2021-07-12,2021-08-12,1,31
2021-07-17,2021-07-20,1,3
2021-07-17,2021-07-21,1,4
2021-07-18,2021-07-20,2,2
2021-07-24,2021-07-27,1,3
2021-07-27,2021-07-28,1,1
2021-07-27,2021-07-29,1,2
2021-08-01,2021-08-03,2,2
2021-08-02,2021-08-04,1,2
2021-08-02,2021-08-05,1,3
2021-08-04,2021-08-07,1,3
2021-08-06,2021-08-07,2,1
2021-08-06,2021-08-08,1,2
2021-08-06,2021-08-27,1,21
2021-08-07,2021-08-27,1,20
2021-08-08,2021-08-27,1,19
2021-08-11,2021-08-13,1,2
2021-08-14,2021-08-27,1,13
2021-08-15,2021-08-17,1,2
2021-08-15,2021-08-19,1,4
2021-08-15,2021-08-30,1,15
2021-08-16,2021-08-27,1,11
2021-08-17,2021-08-19,2,2
2021-08-18,2021-08-27,1,9
2021-08-20,2021-08-21,1,1
2021-08-20,2021-08-27,1,7
2021-08-21,2021-08-25,2,4
